Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Biological_Process_2021,Shigellosis,33/246,1.8706907401902202e-32,6.173279442627728e-31,0,0,26.92895425651253,1967.332863964098,GSK3B;BECN1;FOXO4;FOXO3;TNF;RELA;FOXO1;ACTB;RPTOR;IKBKB;MAPK9;MAPK8;SHARPIN;AKT2;AKT3;AKT1;MAPK1;MAPK3;JUN;CHUK;TRAF2;MAPK14;NFKB1;MTOR;MAPK13;RPS6KB1;TRAF6;IL1B;MDM2;BCL2;TP53;TLR4;BCL2L1
KEGG_2021_Human,Shigellosis,33/246,1.8706907401902202e-32,6.173279442627728e-31,0,0,26.92895425651253,1967.332863964098,GSK3B;BECN1;FOXO4;FOXO3;TNF;RELA;FOXO1;ACTB;RPTOR;IKBKB;MAPK9;MAPK8;SHARPIN;AKT2;AKT3;AKT1;MAPK1;MAPK3;JUN;CHUK;TRAF2;MAPK14;NFKB1;MTOR;MAPK13;RPS6KB1;TRAF6;IL1B;MDM2;BCL2;TP53;TLR4;BCL2L1
KEGG_2021_Human,Colorectal cancer,24/86,6.178451223885115e-32,1.7476190604703613e-30,0,0,62.79851930195664,4512.805550364684,SMAD2;GSK3B;CDKN1A;JUN;SMAD4;SMAD3;LEF1;AXIN1;FOS;MTOR;MAPK9;MAPK8;CCND1;RPS6KB1;AKT2;CASP3;MYC;AKT3;BCL2;AKT1;MAPK1;CTNNB1;TP53;MAPK3
GO_Biological_Process_2021,Colorectal cancer,24/86,6.178451223885115e-32,1.7476190604703613e-30,0,0,62.79851930195664,4512.805550364684,SMAD2;GSK3B;CDKN1A;JUN;SMAD4;SMAD3;LEF1;AXIN1;FOS;MTOR;MAPK9;MAPK8;CCND1;RPS6KB1;AKT2;CASP3;MYC;AKT3;BCL2;AKT1;MAPK1;CTNNB1;TP53;MAPK3
KEGG_2021_Human,Pancreatic cancer,23/76,1.4521338256284356e-31,3.594031218430378e-30,0,0,69.86086823132382,4960.61792235658,SMAD2;CDKN1A;SMAD4;SMAD3;CHUK;CDKN2A;STAT3;RELA;MTOR;NFKB1;IKBKB;MAPK9;MAPK8;CCND1;RPS6KB1;AKT2;AKT3;E2F1;AKT1;MAPK1;TP53;MAPK3;BCL2L1
GO_Biological_Process_2021,Pancreatic cancer,23/76,1.4521338256284356e-31,3.594031218430378e-30,0,0,69.86086823132382,4960.61792235658,SMAD2;CDKN1A;SMAD4;SMAD3;CHUK;CDKN2A;STAT3;RELA;MTOR;NFKB1;IKBKB;MAPK9;MAPK8;CCND1;RPS6KB1;AKT2;AKT3;E2F1;AKT1;MAPK1;TP53;MAPK3;BCL2L1
KEGG_2021_Human,Human cytomegalovirus infection,31/225,7.400887409618661e-31,1.6281952301161054e-29,0,0,27.317794710891977,1895.2686575947127,GSK3B;CDKN1A;PTGS2;TNF;RELA;IKBKB;CASP8;CCND1;MYC;AKT2;CASP3;AKT3;E2F1;AKT1;MAPK1;MAPK3;CHUK;CDKN2A;STAT3;TSC2;TRAF2;MAPK14;NFKB1;MTOR;MAPK13;RPS6KB1;SP1;IL1B;MDM2;CTNNB1;TP53
GO_Biological_Process_2021,Human cytomegalovirus infection,31/225,7.400887409618661e-31,1.6281952301161054e-29,0,0,27.317794710891977,1895.2686575947127,GSK3B;CDKN1A;PTGS2;TNF;RELA;IKBKB;CASP8;CCND1;MYC;AKT2;CASP3;AKT3;E2F1;AKT1;MAPK1;MAPK3;CHUK;CDKN2A;STAT3;TSC2;TRAF2;MAPK14;NFKB1;MTOR;MAPK13;RPS6KB1;SP1;IL1B;MDM2;CTNNB1;TP53
GO_Biological_Process_2021,Proteoglycans in cancer,29/205,3.1983370765494184e-29,6.332707411567849e-28,0,0,27.71280108780109,1818.3016354758583,CDKN1A;TWIST1;TNF;HIF1A;ACTB;CCND1;MYC;AKT2;CASP3;AKT3;AKT1;MAPK1;MAPK3;SMAD2;WNT10B;MMP2;STAT3;MAPK14;ESR1;MMP9;MTOR;MAPK13;RPS6KB1;PDCD4;MDM2;CTNNB1;NANOG;TP53;TLR4
KEGG_2021_Human,Proteoglycans in cancer,29/205,3.1983370765494184e-29,6.332707411567849e-28,0,0,27.71280108780109,1818.3016354758583,CDKN1A;TWIST1;TNF;HIF1A;ACTB;CCND1;MYC;AKT2;CASP3;AKT3;AKT1;MAPK1;MAPK3;SMAD2;WNT10B;MMP2;STAT3;MAPK14;ESR1;MMP9;MTOR;MAPK13;RPS6KB1;PDCD4;MDM2;CTNNB1;NANOG;TP53;TLR4
GO_Biological_Process_2021,IL-17 signaling pathway,23/94,3.7844654566065075e-29,6.812037821891715e-28,0,0,52.102255811290505,3409.783314189366,GSK3B;HSP90AA1;JUN;HSP90AB1;CHUK;TRAF2;FOS;PTGS2;MAPK14;TNF;MMP9;RELA;NFKB1;MAPK13;IKBKB;MAPK9;MAPK8;CASP8;CASP3;IL1B;TRAF6;MAPK1;MAPK3
KEGG_2021_Human,IL-17 signaling pathway,23/94,3.7844654566065075e-29,6.812037821891715e-28,0,0,52.102255811290505,3409.783314189366,GSK3B;HSP90AA1;JUN;HSP90AB1;CHUK;TRAF2;FOS;PTGS2;MAPK14;TNF;MMP9;RELA;NFKB1;MAPK13;IKBKB;MAPK9;MAPK8;CASP8;CASP3;IL1B;TRAF6;MAPK1;MAPK3
KEGG_2021_Human,FoxO signaling pathway,25/131,1.1228264987999215e-28,1.852663723019871e-27,0,0,38.49212537034149,2477.219753494723,CDKN1A;FOXO4;FOXO3;FOXO1;IKBKB;MAPK9;STK11;MAPK8;CCND1;AKT2;AKT3;AKT1;EP300;MAPK1;MAPK3;USP7;CREBBP;SMAD4;SMAD3;CHUK;STAT3;MAPK14;SIRT1;MAPK13;MDM2
GO_Biological_Process_2021,FoxO signaling pathway,25/131,1.1228264987999215e-28,1.852663723019871e-27,0,0,38.49212537034149,2477.219753494723,CDKN1A;FOXO4;FOXO3;FOXO1;IKBKB;MAPK9;STK11;MAPK8;CCND1;AKT2;AKT3;AKT1;EP300;MAPK1;MAPK3;USP7;CREBBP;SMAD4;SMAD3;CHUK;STAT3;MAPK14;SIRT1;MAPK13;MDM2
KEGG_2021_Human,AGE-RAGE signaling pathway in diabetic complications,23/100,1.836361540422921e-28,2.7969198846441412e-27,0,0,48.02776897898849,3067.2740824877087,SMAD2;JUN;SMAD4;SMAD3;MMP2;STAT3;MAPK14;TNF;FOXO1;NFKB1;RELA;MAPK13;MAPK9;MAPK8;CCND1;AKT2;CASP3;IL1B;AKT3;BCL2;AKT1;MAPK1;MAPK3
GO_Biological_Process_2021,AGE-RAGE signaling pathway in diabetic complications,23/100,1.836361540422921e-28,2.7969198846441412e-27,0,0,48.02776897898849,3067.2740824877087,SMAD2;JUN;SMAD4;SMAD3;MMP2;STAT3;MAPK14;TNF;FOXO1;NFKB1;RELA;MAPK13;MAPK9;MAPK8;CCND1;AKT2;CASP3;IL1B;AKT3;BCL2;AKT1;MAPK1;MAPK3
GO_Biological_Process_2021,Salmonella infection,30/249,4.46935709578254e-28,6.3209478926067335e-27,0,0,23.187293339631555,1460.222998651741,HSP90AB1;LEF1;TNF;RELA;ACTB;IKBKB;MAPK9;MAPK8;CASP8;MYC;AKT2;CASP3;AKT3;AKT1;MAPK1;MAPK3;JUN;HSP90AA1;CHUK;TRAF2;FOS;MAPK14;NFKB1;MAPK13;TRAF6;IL1B;BCL2;CTNNB1;TLR4;GAPDH
KEGG_2021_Human,Salmonella infection,30/249,4.46935709578254e-28,6.3209478926067335e-27,0,0,23.187293339631555,1460.222998651741,HSP90AB1;LEF1;TNF;RELA;ACTB;IKBKB;MAPK9;MAPK8;CASP8;MYC;AKT2;CASP3;AKT3;AKT1;MAPK1;MAPK3;JUN;HSP90AA1;CHUK;TRAF2;FOS;MAPK14;NFKB1;MAPK13;TRAF6;IL1B;BCL2;CTNNB1;TLR4;GAPDH
KEGG_2021_Human,Chronic myeloid leukemia,21/76,6.274245396125738e-28,8.282003922885974e-27,0,0,60.47694545454546,3788.029684708458,CDKN1A;SMAD4;SMAD3;CHUK;HDAC1;CDKN2A;RELA;NFKB1;RUNX1;IKBKB;CCND1;AKT2;MYC;AKT3;E2F1;MDM2;AKT1;MAPK1;TP53;MAPK3;BCL2L1
GO_Biological_Process_2021,Chronic myeloid leukemia,21/76,6.274245396125738e-28,8.282003922885974e-27,0,0,60.47694545454546,3788.029684708458,CDKN1A;SMAD4;SMAD3;CHUK;HDAC1;CDKN2A;RELA;NFKB1;RUNX1;IKBKB;CCND1;AKT2;MYC;AKT3;E2F1;MDM2;AKT1;MAPK1;TP53;MAPK3;BCL2L1
KEGG_2021_Human,Hepatocellular carcinoma,26/168,2.7009846069380754e-27,3.3424684510858683e-26,0,0,30.07699530516432,1839.995712787331,GSK3B;CDKN1A;LEF1;KEAP1;ACTB;CCND1;MYC;AKT2;AKT3;E2F1;AKT1;MAPK1;MAPK3;SMAD2;WNT10B;SMAD4;SMAD3;CDKN2A;AXIN1;ARID1A;MTOR;SMARCA4;RPS6KB1;CTNNB1;TP53;BCL2L1
GO_Biological_Process_2021,Hepatocellular carcinoma,26/168,2.7009846069380754e-27,3.3424684510858683e-26,0,0,30.07699530516432,1839.995712787331,GSK3B;CDKN1A;LEF1;KEAP1;ACTB;CCND1;MYC;AKT2;AKT3;E2F1;AKT1;MAPK1;MAPK3;SMAD2;WNT10B;SMAD4;SMAD3;CDKN2A;AXIN1;ARID1A;MTOR;SMARCA4;RPS6KB1;CTNNB1;TP53;BCL2L1
GO_Biological_Process_2021,PI3K-Akt signaling pathway,33/354,3.425993684221191e-27,3.990274996916446e-26,0,0,17.770490447440245,1082.9053608953234,PHLPP2;GSK3B;CDKN1A;PHLPP1;HSP90AB1;FOXO3;RELA;PPP2CA;RPTOR;IKBKB;STK11;CCND1;MYC;AKT2;AKT3;AKT1;MAPK1;MCL1;MAPK3;HSP90AA1;CHUK;TSC2;YWHAZ;NFKB1;MTOR;RPS6KB1;CDC37;DDIT4;MDM2;BCL2;TP53;TLR4;BCL2L1
KEGG_2021_Human,PI3K-Akt signaling pathway,33/354,3.425993684221191e-27,3.990274996916446e-26,0,0,17.770490447440245,1082.9053608953234,PHLPP2;GSK3B;CDKN1A;PHLPP1;HSP90AB1;FOXO3;RELA;PPP2CA;RPTOR;IKBKB;STK11;CCND1;MYC;AKT2;AKT3;AKT1;MAPK1;MCL1;MAPK3;HSP90AA1;CHUK;TSC2;YWHAZ;NFKB1;MTOR;RPS6KB1;CDC37;DDIT4;MDM2;BCL2;TP53;TLR4;BCL2L1
GO_Biological_Process_2021,Chagas disease,22/102,1.3932772066066742e-26,1.532604927267342e-25,0,0,43.85362903225806,2610.850088081185,SMAD2;JUN;CHUK;FOS;MAPK14;TNF;NFKB1;RELA;MAPK13;IKBKB;PPP2CA;MAPK9;MAPK8;CASP8;AKT2;IL1B;TRAF6;AKT3;AKT1;MAPK1;TLR4;MAPK3
KEGG_2021_Human,Chagas disease,22/102,1.3932772066066742e-26,1.532604927267342e-25,0,0,43.85362903225806,2610.850088081185,SMAD2;JUN;CHUK;FOS;MAPK14;TNF;NFKB1;RELA;MAPK13;IKBKB;PPP2CA;MAPK9;MAPK8;CASP8;AKT2;IL1B;TRAF6;AKT3;AKT1;MAPK1;TLR4;MAPK3
GO_Biological_Process_2021,Epstein-Barr virus infection,27/202,1.516858897537917e-26,1.5807266405921451e-25,0,0,25.514189675870348,1516.8331380958414,CDKN1A;HDAC1;TNF;RELA;IKBKB;MAPK9;MAPK8;CASP8;CCND1;MYC;AKT2;CASP3;AKT3;E2F1;AKT1;USP7;JUN;CHUK;STAT3;TRAF2;MAPK14;NFKB1;MAPK13;TRAF6;MDM2;BCL2;TP53
KEGG_2021_Human,Epstein-Barr virus infection,27/202,1.516858897537917e-26,1.5807266405921451e-25,0,0,25.514189675870348,1516.8331380958414,CDKN1A;HDAC1;TNF;RELA;IKBKB;MAPK9;MAPK8;CASP8;CCND1;MYC;AKT2;CASP3;AKT3;E2F1;AKT1;USP7;JUN;CHUK;STAT3;TRAF2;MAPK14;NFKB1;MAPK13;TRAF6;MDM2;BCL2;TP53
KEGG_2021_Human,Fluid shear stress and atherosclerosis,24/139,1.9312933576645754e-26,1.9119804240879296e-25,0,0,33.76593014967926,1999.2477181637448,JUN;HSP90AA1;HSP90AB1;CHUK;MMP2;KEAP1;FOS;MAPK14;TNF;MMP9;ACTB;NFKB1;RELA;MAPK13;IKBKB;MAPK9;MAPK8;AKT2;IL1B;AKT3;BCL2;AKT1;CTNNB1;TP53
GO_Biological_Process_2021,Fluid shear stress and atherosclerosis,24/139,1.9312933576645754e-26,1.9119804240879296e-25,0,0,33.76593014967926,1999.2477181637448,JUN;HSP90AA1;HSP90AB1;CHUK;MMP2;KEAP1;FOS;MAPK14;TNF;MMP9;ACTB;NFKB1;RELA;MAPK13;IKBKB;MAPK9;MAPK8;AKT2;IL1B;AKT3;BCL2;AKT1;CTNNB1;TP53
KEGG_2021_Human,Th17 cell differentiation,22/107,4.3829910340402085e-26,4.1325344035236248e-25,0,0,41.26356736242885,2409.358284235161,SMAD2;JUN;SMAD4;HSP90AA1;SMAD3;HSP90AB1;CHUK;STAT3;FOS;MAPK14;HIF1A;NFKB1;RELA;MTOR;RUNX1;MAPK13;IKBKB;MAPK9;MAPK8;IL1B;MAPK1;MAPK3
GO_Biological_Process_2021,Th17 cell differentiation,22/107,4.3829910340402085e-26,4.1325344035236248e-25,0,0,41.26356736242885,2409.358284235161,SMAD2;JUN;SMAD4;HSP90AA1;SMAD3;HSP90AB1;CHUK;STAT3;FOS;MAPK14;HIF1A;NFKB1;RELA;MTOR;RUNX1;MAPK13;IKBKB;MAPK9;MAPK8;IL1B;MAPK1;MAPK3
GO_Biological_Process_2021,TNF signaling pathway,22/112,1.2986018971257305e-25,1.1286866826744227e-24,0,0,38.961290322580645,2232.612031239785,JUN;CHUK;TRAF2;FOS;PTGS2;MAPK14;TNF;MMP9;NFKB1;RELA;MAPK13;IKBKB;MAPK9;MAPK8;CASP8;AKT2;CASP3;IL1B;AKT3;AKT1;MAPK1;MAPK3
KEGG_2021_Human,TNF signaling pathway,22/112,1.2986018971257305e-25,1.1286866826744227e-24,0,0,38.961290322580645,2232.612031239785,JUN;CHUK;TRAF2;FOS;PTGS2;MAPK14;TNF;MMP9;NFKB1;RELA;MAPK13;IKBKB;MAPK9;MAPK8;CASP8;AKT2;CASP3;IL1B;AKT3;AKT1;MAPK1;MAPK3
KEGG_2021_Human,Human papillomavirus infection,31/331,1.3111006919955416e-25,1.1286866826744227e-24,0,0,17.570260869565217,1006.6663149773524,GSK3B;CDKN1A;NOTCH1;HDAC1;PTGS2;TNF;RELA;FOXO1;PPP2CA;IKBKB;CASP8;CCND1;AKT2;CASP3;AKT3;E2F1;AKT1;EP300;MAPK1;MAPK3;WNT10B;CREBBP;CHUK;AXIN1;TSC2;NFKB1;MTOR;RPS6KB1;MDM2;CTNNB1;TP53
GO_Biological_Process_2021,Human papillomavirus infection,31/331,1.3111006919955416e-25,1.1286866826744227e-24,0,0,17.570260869565217,1006.6663149773524,GSK3B;CDKN1A;NOTCH1;HDAC1;PTGS2;TNF;RELA;FOXO1;PPP2CA;IKBKB;CASP8;CCND1;AKT2;CASP3;AKT3;E2F1;AKT1;EP300;MAPK1;MAPK3;WNT10B;CREBBP;CHUK;AXIN1;TSC2;NFKB1;MTOR;RPS6KB1;MDM2;CTNNB1;TP53
KEGG_2021_Human,Human T-cell leukemia virus 1 infection,27/219,1.4114520917764845e-25,1.1644479757155995e-24,0,0,23.23503151260504,1329.508695957211,CDKN1A;TNF;RELA;IKBKB;MAPK9;MAPK8;CCND1;KAT5;MYC;AKT2;AKT3;E2F1;AKT1;EP300;MAPK1;MAPK3;SMAD2;CREBBP;SMAD4;JUN;SMAD3;CHUK;CDKN2A;FOS;NFKB1;TP53;BCL2L1
GO_Biological_Process_2021,Human T-cell leukemia virus 1 infection,27/219,1.4114520917764845e-25,1.1644479757155995e-24,0,0,23.23503151260504,1329.508695957211,CDKN1A;TNF;RELA;IKBKB;MAPK9;MAPK8;CCND1;KAT5;MYC;AKT2;AKT3;E2F1;AKT1;EP300;MAPK1;MAPK3;SMAD2;CREBBP;SMAD4;JUN;SMAD3;CHUK;CDKN2A;FOS;NFKB1;TP53;BCL2L1
KEGG_2021_Human,Hepatitis C,24/157,4.166618973398424e-25,3.299962226931552e-24,0,0,29.16948107974855,1637.5023979675802,GSK3B;CDKN1A;CHUK;STAT3;TRAF2;TNF;YWHAZ;RELA;NFKB1;PPP2CA;IKBKB;CASP8;CCND1;MYC;AKT2;TRAF6;CASP3;AKT3;E2F1;AKT1;CTNNB1;MAPK1;TP53;MAPK3
GO_Biological_Process_2021,Hepatitis C,24/157,4.166618973398424e-25,3.299962226931552e-24,0,0,29.16948107974855,1637.5023979675802,GSK3B;CDKN1A;CHUK;STAT3;TRAF2;TNF;YWHAZ;RELA;NFKB1;PPP2CA;IKBKB;CASP8;CCND1;MYC;AKT2;TRAF6;CASP3;AKT3;E2F1;AKT1;CTNNB1;MAPK1;TP53;MAPK3
GO_Biological_Process_2021,Measles,23/139,6.424765219999496e-25,4.8927058213842325e-24,0,0,31.817633865993837,1772.3843432271285,GSK3B;JUN;CHUK;STAT3;FOS;NFKB1;RELA;IKBKB;MAPK9;MAPK8;CASP8;CCND1;AKT2;CASP3;IL1B;TRAF6;AKT3;BCL2;AKT1;TP53;TLR4;BCL2L1;TP73
KEGG_2021_Human,Measles,23/139,6.424765219999496e-25,4.8927058213842325e-24,0,0,31.817633865993837,1772.3843432271285,GSK3B;JUN;CHUK;STAT3;FOS;NFKB1;RELA;IKBKB;MAPK9;MAPK8;CASP8;CCND1;AKT2;CASP3;IL1B;TRAF6;AKT3;BCL2;AKT1;TP53;TLR4;BCL2L1;TP73
GO_Biological_Process_2021,Apoptosis,23/142,1.0768253953898955e-24,7.896719566192568e-24,0,0,31.01079456172713,1711.4245045531568,BECN1;JUN;CHUK;TRAF2;FOS;TNF;ACTB;NFKB1;RELA;IKBKB;MAPK9;MAPK8;CASP8;AKT2;CASP3;AKT3;BCL2;AKT1;MAPK1;TP53;MCL1;BCL2L1;MAPK3
KEGG_2021_Human,Apoptosis,23/142,1.0768253953898955e-24,7.896719566192568e-24,0,0,31.01079456172713,1711.4245045531568,BECN1;JUN;CHUK;TRAF2;FOS;TNF;ACTB;NFKB1;RELA;IKBKB;MAPK9;MAPK8;CASP8;AKT2;CASP3;AKT3;BCL2;AKT1;MAPK1;TP53;MCL1;BCL2L1;MAPK3
KEGG_2021_Human,Breast cancer,23/147,2.4793524693860395e-24,1.753256389065842e-23,0,0,29.752819302386573,1617.186073491348,WNT10B;GSK3B;JUN;CDKN1A;NOTCH1;LEF1;AXIN1;FOS;ESR1;MTOR;CCND1;RPS6KB1;SP1;MYC;AKT2;AKT3;E2F1;AKT1;CTNNB1;MAPK1;PGR;TP53;MAPK3
GO_Biological_Process_2021,Breast cancer,23/147,2.4793524693860395e-24,1.753256389065842e-23,0,0,29.752819302386573,1617.186073491348,WNT10B;GSK3B;JUN;CDKN1A;NOTCH1;LEF1;AXIN1;FOS;ESR1;MTOR;CCND1;RPS6KB1;SP1;MYC;AKT2;AKT3;E2F1;AKT1;CTNNB1;MAPK1;PGR;TP53;MAPK3
GO_Biological_Process_2021,Small cell lung cancer,20/92,2.575444514760481e-24,1.7584069445606044e-23,0,0,43.61111111111112,2368.7819870641893,ZBTB17;CDKN1A;CHUK;MAX;TRAF2;PTGS2;RELA;NFKB1;IKBKB;CCND1;AKT2;CASP3;MYC;TRAF6;AKT3;E2F1;BCL2;AKT1;TP53;BCL2L1
KEGG_2021_Human,Small cell lung cancer,20/92,2.575444514760481e-24,1.7584069445606044e-23,0,0,43.61111111111112,2368.7819870641893,ZBTB17;CDKN1A;CHUK;MAX;TRAF2;PTGS2;RELA;NFKB1;IKBKB;CCND1;AKT2;CASP3;MYC;TRAF6;AKT3;E2F1;BCL2;AKT1;TP53;BCL2L1
GO_Biological_Process_2021,Gastric cancer,23/149,3.4304298695228184e-24,2.2640837138850602e-23,0,0,29.277584204413472,1581.8490388933292,SMAD2;WNT10B;GSK3B;SMAD4;CDKN1A;SMAD3;LEF1;AXIN1;MTOR;CCND1;RPS6KB1;CDH1;MYC;AKT2;AKT3;E2F1;BCL2;CTNNA1;AKT1;CTNNB1;MAPK1;TP53;MAPK3
KEGG_2021_Human,Gastric cancer,23/149,3.4304298695228184e-24,2.2640837138850602e-23,0,0,29.277584204413472,1581.8490388933292,SMAD2;WNT10B;GSK3B;SMAD4;CDKN1A;SMAD3;LEF1;AXIN1;MTOR;CCND1;RPS6KB1;CDH1;MYC;AKT2;AKT3;E2F1;BCL2;CTNNA1;AKT1;CTNNB1;MAPK1;TP53;MAPK3
KEGG_2021_Human,Toxoplasmosis,21/112,4.973032695999467e-24,3.176324109057724e-23,0,0,36.48553846153846,1957.741474366897,CHUK;STAT3;MAPK14;TNF;NFKB1;RELA;MAPK13;IKBKB;MAPK9;MAPK8;CASP8;AKT2;CASP3;TRAF6;AKT3;BCL2;AKT1;MAPK1;TLR4;BCL2L1;MAPK3
GO_Biological_Process_2021,Toxoplasmosis,21/112,4.973032695999467e-24,3.176324109057724e-23,0,0,36.48553846153846,1957.741474366897,CHUK;STAT3;MAPK14;TNF;NFKB1;RELA;MAPK13;IKBKB;MAPK9;MAPK8;CASP8;AKT2;CASP3;TRAF6;AKT3;BCL2;AKT1;MAPK1;TLR4;BCL2L1;MAPK3
KEGG_2021_Human,MicroRNAs in cancer,29/310,5.865488848059793e-24,3.629271224736997e-23,0,0,17.264866015755697,923.5487250874298,CDKN1A;NOTCH1;HDAC1;PTGS2;RPTOR;IKBKB;CCND1;MYC;CASP3;E2F1;EP300;MAPK1;TP63;MCL1;MAPK3;CREBBP;CDKN2A;STAT3;SIRT1;MMP9;NFKB1;MTOR;ZEB1;DDIT4;PDCD4;MDM2;BCL2;MDM4;TP53
