Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
KEGG_2021_Human,DNA replication,9/36,3.02464722231058e-12,3.1254687963876e-11,0,0,49.32835820895522,1308.3965535039054,FEN1;PCNA;RFC2;POLD1;RPA3;RPA1;RPA2;DNA2;POLE
GO_Biological_Process_2021,DNA replication,9/36,3.02464722231058e-12,3.1254687963876e-11,0,0,49.32835820895522,1308.3965535039054,FEN1;PCNA;RFC2;POLD1;RPA3;RPA1;RPA2;DNA2;POLE
GO_Biological_Process_2021,Base excision repair,7/33,3.013154515532653e-09,2.6687939994717788e-08,0,0,39.25820135746606,770.2568360009807,FEN1;PCNA;PARP1;POLD1;XRCC1;POLE;MUTYH
KEGG_2021_Human,Base excision repair,7/33,3.013154515532653e-09,2.6687939994717788e-08,0,0,39.25820135746606,770.2568360009807,FEN1;PCNA;PARP1;POLD1;XRCC1;POLE;MUTYH
KEGG_2021_Human,Cellular senescence,10/156,1.833579252591894e-07,1.421023920758718e-06,0,0,10.150890925945,157.45885093184071,RAD50;MRE11;CHEK2;CHEK1;HUS1;ATM;RAD1;NBN;RAD9A;ATR
GO_Biological_Process_2021,Cellular senescence,10/156,1.833579252591894e-07,1.421023920758718e-06,0,0,10.150890925945,157.45885093184071,RAD50;MRE11;CHEK2;CHEK1;HUS1;ATM;RAD1;NBN;RAD9A;ATR
KEGG_2021_Human,Cell cycle,6/124,0.000268851800164743,0.0018520901789126,0,0,7.326116540888284,60.23057012042023,PCNA;PRKDC;CHEK2;CHEK1;ATM;ATR
GO_Biological_Process_2021,Cell cycle,6/124,0.000268851800164743,0.0018520901789126,0,0,7.326116540888284,60.23057012042023,PCNA;PRKDC;CHEK2;CHEK1;ATM;ATR
GO_Biological_Process_2021,Ubiquitin mediated proteolysis,6/140,0.0005145900723971958,0.0031904584488626,0,0,6.446127029088136,48.81097600092792,PIAS4;UBE2I;FANCL;ERCC8;BRCA1;PIAS1
KEGG_2021_Human,Ubiquitin mediated proteolysis,6/140,0.0005145900723971958,0.0031904584488626,0,0,6.446127029088136,48.81097600092792,PIAS4;UBE2I;FANCL;ERCC8;BRCA1;PIAS1
KEGG_2021_Human,p53 signaling pathway,4/73,0.001861205953277,0.0104904335548345,0,0,8.252736940882077,51.881083637564615,CHEK2;CHEK1;ATM;ATR
GO_Biological_Process_2021,p53 signaling pathway,4/73,0.001861205953277,0.0104904335548345,0,0,8.252736940882077,51.881083637564615,CHEK2;CHEK1;ATM;ATR
GO_Biological_Process_2021,Colorectal cancer,4/86,0.0033810887566043,0.0174689585757892,0,0,6.939814002456571,39.484470834161066,MSH6;MSH2;MSH3;MLH1
KEGG_2021_Human,Colorectal cancer,4/86,0.0033810887566043,0.0174689585757892,0,0,6.939814002456571,39.484470834161066,MSH6;MSH2;MSH3;MLH1
KEGG_2021_Human,NF-kappa B signaling pathway,4/104,0.0066343393575295,0.0316406953974486,0,0,5.685467625899281,28.51544119036889,PIAS4;UBE2I;PARP1;ATM
GO_Biological_Process_2021,NF-kappa B signaling pathway,4/104,0.0066343393575295,0.0316406953974486,0,0,5.685467625899281,28.51544119036889,PIAS4;UBE2I;PARP1;ATM
GO_Biological_Process_2021,Fatty acid biosynthesis,2/18,0.0072055923360829,0.0319104803455101,0,0,17.5895390070922,86.76739899404662,OXSM;MCAT
KEGG_2021_Human,Fatty acid biosynthesis,2/18,0.0072055923360829,0.0319104803455101,0,0,17.5895390070922,86.76739899404662,OXSM;MCAT
KEGG_2021_Human,Basal transcription factors,2/45,0.0411407643573276,0.1700484926769543,0,0,6.53603826488537,20.854902104080136,ERCC3;ERCC2
GO_Biological_Process_2021,Basal transcription factors,2/45,0.0411407643573276,0.1700484926769543,0,0,6.53603826488537,20.854902104080136,ERCC3;ERCC2
